Albinoni, Adagio in G Minor
Mendelssohn, Violin Concerto in e minor op 64
Mozart, Piano Concerto No 21 in C major K 467
Mozart,  Piano Concerto No23 (K 488) II Adagio
Mozart, Symphony No 25 in G minor K 183
Mozart, Symphony No 39 in E flat K 543 
Mozart, Piano Concerto no 20 K 466 
Ornstein, Piano Quintet 3rd mvt
Paganini, Caprice No 24
Paganini, Duo Merveille
Paganini, I Palpiti
Paganini, La Campanella
Paganini, Nel cor più non mi sento for violin
Paganini, The Carnival of Venice
Paganini, The Infant Fantasia
Paganini, Variations on God save the Queen op9 violin solo
Paganini, Violin Concerto 1
Paganini, Violin Concerto No 3
Verdi, Il Barbiere di Siviglia
Verdi, La rivedra nell'estasi
Puccini, Nessun Dorma
Leoncavallo, Ridi Pagliaccio
Donizetti, Una furtiva lagrima L'elisir d'amore
Nabucco, Va Pensiero
Nardini, Violin Concertos
Rachmaninoff, Prelude Op23 No10 in G flat major
Rachmaninoff, 10 Preludes Op23
Rachmaninoff, Elegie Op 3 No 1
Rachmaninoff, Piano Concerto no2 op18
Rachmaninoff, Rhapsody on a Theme of Paganini Op 43 Variation 18
Rachmaninoff, vocalise
Ravel, Bolero
Ravel, La Valse
Rieding, Concertino op21 in A minor in Hungarian style
Korsakov, Ouverture Russisch Paasfeest
Schumann, Träumerei
Rossini, La gazza ladra
Saint_Saëns, Sinfonia n 1 Op 2
Saint_Saëns, Introduction + Rondo Capriccioso op 28
Saint_Saëns, Danse Macabre for Violin  Piano
Saint_Saëns, The Carnival of the Animals
Saint_Saëns, op 28 violin
Saint_Saëns, Symphony No 3 in C minor Op 78
Saint_Saëns, The Swan
Sarasate, Capricho vasco Op 24
Sarasate, Carmen Fantasy
Sarasate, Spanish Dances No1 Malaguena Op 21
Sarasate, Spanish Dances op22 no1 Romanza Andaluza
Sarasate, Zigeunerweisen
Schubert, String Quartet No14 in D minor
Schubert Liszt, Ständchen Serenade
Schubert, 4 Impromptus D 899  Op 90
Schubert, Piano Sonata No 16 D 845 A minor 
Schubert, Piano Sonata No 17 D 850 D major 
Schubert, Piano Sonata No 20 D 959 in A major 
Schubert, Piano Sonata No 21 D 960 in B flat major 
Schubert, Piano Trio No 2 in E flat major D 929 2nd mvt
SCHUBERT, SERENADE
Sibelius, Symphony 5
Sibelius, Valse Triste op 44 no 1
Sibelius, Violin concerto
Hauser, Mon coeur s'ouvre a ta voix
Johann_Strauss_II, Accelerationen op 234
Johann_Strauss_II, Annen Polka op 117
Johann_Strauss_II, An Der Schönen Blauen Donau
Johann_Strauss_II, An Artist's Life
Johann_Strauss_II, Pizzicato Polka
Johann_Strauss_II, Rosen aus dem Süden Walzer Op 388
Johann_Strauss_II, Seid Umschlungen Millionen Walzer Op 443
Johann_Strauss_II, Tausend und Eine Nacht Walzer op 346
Johann_Strauss_II, Vienna Blood Waltz
Johann_Strauss_II, Voices of Spring Waltz
Johann_Strauss_II, Wiener Bonbons Walzer op 307
Johann_Strauss_I, Radetzky Marsch Op 228
Johann_Strauss_II, Love Songs
Johann_Strauss_II, Tritsch Tratsch Polka
Johann_Strauss_II, Leichtes Blut Op 139
Johann_Strauss_II, Emperor Waltz Op 437
Johann_Strauss_II, G'schichten aus dem Wienerwald
Tartini, Sonata per violino in sol minore 'Il Trillo del Diavolo'
Tchaikovsky, Serenade op48
Tchaikovsky, The Nutcracker Suite Op 71a
Tchaikovsky, Valse Sentimentale
Tchaikovsky, Violin Concerto in D major Op 35
Arensky, Variations on a Theme by Tchaikovsky Op 35
Vieuxtemps, Henry Fantasia Appassionata opus 35
Vitali, Chaconne
Vivaldi, L'Autunno
Vivaldi, Winter
Vivaldi, Spring
Vivaldi, Summer
Wieniawski, 8 Etudes Caprices op10
Wieniawski, op15 Variations on an original theme for violin + piano
Wieniawski, op18 for 2 violins
Wieniawski, op20 Fantaisie brillante Faust for violin and orchestra
Wieniawski, op6 Souvenir de Moskou
Wieniawski, Polonaise de concert No 1 in D major Op 4
, Das haett es frueher nicht gegeben #18
, Das haett es frueher nicht gegeben #19
Aérotique, Regen auf Asphalt
Aérotique, Schöne Neue Welt
Aérotique, Stadtkind
Aérotique, Über den Wolken
AKA_AKA Thalstroem, Relajate
Ambition², Evolution
Ambition², Surreal
Ambition², Times have changed
Ambition²,  Ensonge Augurium
Andhim, 55555
Andhim, Bermudachords
Andhim, Wallace
Aparde, Amnesie
Aparde, Eintausend Krieger
Aparde, Freiraum
Aparde, Komplex 
Aparde, mix BabelNewYork 3
Aparde, Molekular
Aparde, Other People
Aparde, Scherbensucher 
Aparde, Weltfremd
Aparde, Wind In Den Duenen 
Bacalao, Sonne My Heart
Bakermat, Vandaag 
Basic_House Little_Helper, Ice Pop
Ben_E Gem_Club, Twins
Ben_E, Paranoid 
Ben_E Moby, Why Does My Heart Feel So Bad
Bon_Iver David_Keller, I can't make you love me
Bonobo, Cirrus
Burial Four_Tet, Moth
Canoo Good_Luck, Whiskey Alpha Five
Carl_Craig Christian_Smith, At Les
Chet_Faker, The Temper Trap Trembling Hands
Christian_Löffler Colo, Holidays
Christian_Löffler, Groove Podcast 75
Christian_Löffler, Veiled Grey 
Christian_Loffler, IA MIX 221
Christian_Löffler Gry Mind_Against, All Comes
Cillo, Breathe
DARKSIDE, Boiler Room NYC
Daughter LCAW, Run
David_K Thomas_Lizzara, Meet You
De_Hofnar Macklemore  Ed_Sheeran, Same Love
De_Hofnar Matt_Nathanson, Love Comes Tumbling Down
De_Hofnar, Vogelvlucht
Disclosure Sam_Smith, Latch 
Electrohertz, Believe
Electrohertz, Dascha
Electrohertz Daughter, Medicine
Electrohertz Daughter, Tomorrow
Electrohertz Julia_Stone, Dear Spring  
Electrohertz, Hammock
electrohertz Stendeck, Happy Little Children Play
Electrohertz Imogen_Heap, Hide & Seek
Electrohertz, Nautica
electrohertz Daughter, Our Children
electrohertz, saw you there thinking about my faults
Electrohertz Keaton_Henson, She need it
Electrohertz Daughter, Snowflakes
Enzo_Bennet, COLOURS
FAUL Wad_Ad, Changes
FELIX_EUL, AUCH
Finkk, Hoffnung
Fink Tale_Of_Us, Make It Good
FlicFlac Edward_Sharpe, The Magnetic Zeros Home
FlicFlac Milky_Chance, Down By The River
Four_Tet, Plastic People
Fritz_Kalkbrenner, Amy was a player
Fritz_Kalkbrenner, Blackmail
Fritz_Kalkbrenner, Brumaire
Fritz_Kalkbrenner, Can't Stand the Fire 
Fritz_Kalkbrenner, Collage
Fritz_Kalkbrenner, Dead End
Fritz_Kalkbrenner, Facing The Sun
Fritz_Kalkbrenner, Grove
Fritz_Kalkbrenner, Kings in Exile
Fritz_Kalkbrenner, Last Call 
Fritz_Kalkbrenner, Layer Cake 
Fritz_Kalkbrenner, Little by little
Fritz_Kalkbrenner, Monte Rosa
Fritz_Kalkbrenner, Right In The Dark
Fritz_Kalkbrenner, Road to Philadelphia
Fritz_Kalkbrenner, Sideways Avenues
Fritz_Kalkbrenner, Thalstroem Blueprint
Fritz_Kalkbrenner Gui_Boratto, Void
Fritz_Kalkbrenner, Void
Fritz_Kalkbrenner, Was Right Been Wrong 
Fritz_Kalkbrenner, Wes
Fritz_Kalkbrenner, What I can say
Fritz_Kalkbrenner, Wichita Lineman
GAMPER_DADONI Katharina_Vogel, Wunder
Henry_Krinkle, Stay
HVOB, Fog Machine 
Hippie_Sabotage Tove_Lo, Stay High
HRN Inopinel Van_Did, Minea 
HVOB, Always Like This 
HVOB, Dogs Official Video
HVOB, Heavy Seas 
HVOB Stimming, Lion
HVOB, Moon 
HVOB, Ocean Bed
Infinity_Ink, Infinity 
James_Vincent_McMorrow Adventure_Club, We Don't Eat
James_Yuill, This Sweet Love
Jan_Blomqvist, Something Says 
johnjon, simple days
Jonas_Mantey, Einfach Sommer
Jonas_Mantey, Frei
Jonas_Mantey, Sie Ist Schn 
Jonas_Mantey, Stille Nacht
Jonas_Mantey, Traumtanzer
Jonas_Mantey, Wie Alles Begann
Joris_Delacroix, Air France LineSession
Joris_Delacroix, Feelings 
Joris_Delacroix, Maeva
Joris_Delacroix, Oui Mais Non
Joris_Delacroix, Slow Love
Joris_Delacroix, Subtil 
Kings_Of_Leon, Closer
Klangkarussell, Keep It Coming
Klangkarussell, Sonnentanz
Klingende, Punga
kPARK, Orku
Lexer Band_of_Horses, The Funeral
Lexer, Dream Love 
Lexer Little_Bird, Feist Caught a Long Wind
Lexer, Red Balloon
Lexer Sorcha_Richardson, Alone
Lianne Shlohmo, La Havas Forget
Listenbee, Save Me
LOCO Message_To_Bears, At The Top Of This Hill
LOCO, quedo 
Loco, Seaside
LOCO, sorry jimi 
LOCO,  Talul As Time Goes By 
Loco Thomas_Scholz, Vela
London_Grammar esteble, Hey Now
Marek_Hemmann, Compass
Marek_Hemmann, DOWN
Marek_Hemmann Fabian_Reichelt, Left
Marek_Hemmann Fabian_Reichelt, Right
MARKUS_TOEPFER, AUGENBLICK MAL
MARKUS_TOEPFER, EINFACH ANDERS
Markus_Toepfer, Floating Feeling
MARKUS_TOEPFER, KALK BRENNEN
MARKUS_TOEPFER, KINDHEITSTRAUM
MARKUS_TOEPFER, LOVESTORY
Markus_Toepfer, Monkeybrain Sanduhr
MARKUS_TOEPFER, QUANTUM QUANTUM
MARKUS_TOEPFER, THE PLACE
MARKUS_TOEPFER, TOMARKA
MARKUS_TOEPFER, WEISSER SAND
MARKUS_TOEPFER, WUNSCH
Markus_Toepfer, Kindheitstraum
Martin_Waslewski, Sir Beach A Lot
mart, Nordlicht
Marvin_Hey Ferdinand_Dreyssig, Coeur De La Nuit
Max_Manie, Sunday
Melokind, Freudentanz
Melokind, Immer Richtung Sonne
Mista_Hope, Triste Sire
mogg xaver_naudacher, moon unit part 2
MONKEYBRAIN, BIOLECTRO
MONKEYBRAIN, FLASCHENPOST
Monkeybrain, Sonnenschein
Mono&Joel, Like Sunday
Mono&Joel, Paul Jackson
Mono&Joel, Still Alive
Moritz_Guhling, Philippe
Mount_Kimbie, Made To Stray
Mr_Little_Jeans Arcade Fire, The Suburbs
MTNS, Lost Track of Time
Nathan_Ael, He Has Chosen Exile
Naxxos, Athens
Nicolas_Jaar, El Bandido
Nicolas_Jaar, I Got A Woman
Nicolas_Jaar, Keep Me There
Nicolas_Jaar, Live at Marcy Hotel Williamsburg NY
Nicolas_Jaar, The Bees Winter Rose
Nicolas_Jaar, Variations
Nicolas_Jaar, What My Last Girl Put Me Through
Nicolas_Jaar, Wouh 
Nicone Sascha_Braemer Narra, Caje
NICO_PUSCH, MEMORIES
Nico_Pusch, You
Nora_En_Pure, Come With Me
N'to Ethereal Worakls, Trauma
Oliver_Koletzki Nagel, The Power Of Rausch
OrangeApfelsine, Denkzettel
OrangeApfelsine, Trinkwasser
Osunlade, Envision
Parra_For_Cuva Egokind, Nuba
Parra_for_Cuva Anna_Naklab, Lines
Parra_For_Cuva Anna_Naklab, Small Flowerd
Parra_for_Cuva Anna_Naklab, Swept away
Parra_for_Cuva, Towards Orange
Parra_for_Cuva, Your inner workings
Stefan_Biniak Passenger, Feather on the Clyde
Paul_Kalkbrenner, Aaron
Paul_Kalkbrenner, Absynthe
Paul_Kalkbrenner, Align The Engine
Paul_kalkbrenner, Altes Kamuffel
Paul_Kalkbrenner, A Million Days
Paul_Kalkbrenner, Atzepeng 
Paul_Kalkbrenner, Azure
Paul_Kalkbrenner, Battery Park
Paul_Kalkbrenner, Bengang
Paul_Kalkbrenner, Gebrunn Gebrunn
Paul_Kalkbrenner, Bright Roller
Paul_Kalkbrenner, Bxig leise 
Paul_Kalkbrenner, Castenets
Paul_Kalkbrenner, Cloud Rider
Paul_Kalkbrenner, Cylence 412 
Paul_Kalkbrenner, Das Gezabel
Paul_Kalkbrenner, Der Ast Spink
Paul_Kalkbrenner, Der Buhold
Paul_Kalkbrenner, Der Stabsvörnern
Paul_Kalkbrenner, Des Stabes Reuse
Paul_Kalkbrenner, Dockyard
Paul_Kalkbrenner, Feed Your Head 
Paul_Kalkbrenner, Fochleise Kassette
Paul_Kalkbrenner, Freund Blase
Paul_Kalkbrenner, Gutes Nitzwerk
Paul_Kalkbrenner, La Mezcla
Paul_Kalkbrenner, Moby Wait For Me
Paul_Kalkbrenner, Moob
Paul_Kalkbrenner, Peet
Paul_Kalkbrenner, Pltscher
Paul_Kalkbrenner, Queer Fellow
Paul_Kalkbrenner, Revolte
Paul_Kalkbrenner, Sascha_Funke Mango
Paul_Kalkbrenner, Schnakeln
Paul_Kalkbrenner, Selber
Paul_Kalkbrenner, Since 77
Paul_Kalkbrenner, Sky And Sand
Paul_Kalkbrenner, Spitz Auge
paul_kalkbrenner, Square 1
Paul_Kalkbrenner, The Night
Paul_Kalkbrenner, The Palisades
Paul_Kalkbrenner, Torching
Paul_Kalkbrenner, Torted
Paul_Kalkbrenner, Train 
Paul_Kalkbrenner, Wir Werden Sehen
Paul_Kalkbrenner, Zulu
Pedestrian, Hoyle Road
peer_kusiv, Gelöt
peer_kusiv, Valküre
peer_kusiv, Hoch-Tief
peer_kusiv Lenny, I Can't stop 
peer_kusiv, Kadamom
peer_kusiv, Klatsche
peer_kusiv, Knallt Rein
peer_kusiv, Mental
peer_kusiv, Natur & Techno
Peer_Kusiv Bedouin_Soundclash, Brutal Hearts
Kimbra Peer_Kusiv, Settle Down
Lenny Peer_Kusiv,  9
Peer_Kusiv, I Can´t
Peer_Kusiv, I´m Coming Home
Peer_Kusiv, Let Her Got
Peer_Kusiv, Like This
Peer_Kusiv, Locked Out
Peer_Kusiv, Rivers
Peer_Kusiv, Schweden
Peer_Kusiv, Someone Told Me
Peter_&_his_Girl, Up the Sky
Peter_Reinhardt, Black Rabbit
Peter_Reinhardt, Early Bird
Peter_Reinhardt, Meloraja
Philipp_Poisel Mirco Niemeier, Halt Mich
Phonothek, Iron Bird
PLAMYODUL, NULL VIER
Planet_Of_Sound, We Are Together
Raffertie, Known
Red_Mystery Ron_Flatter, Jetlands
Revilo, Dream
Ripperton, Random Violence 
Robin_Schulz, Handlebars
Robin_Schulz, Prayer in C
Robin_Schulz, Same
Robin_Schulz, Sunset
Robin_Schulz, Warm Minds 
Robin_Schulz, Willst Du (Bootleg)
Rob_Simonsen Miss_Unique, Red
Rökurro Fejká, Svanur
RomeoFoxtrott, Memories I
Rone, Parade
Ron Flatter, Mantequilla
Royal_Ruv, Pills Coffee
SAILOR_&_I lucas_türschmann, TOUGH LOVE
Sascha_Funke, Chemin Des Figons
Sasch, Ederlezi
Scheinizzl salzach, one more
SDP ANDUSCHUS, EIGENTLICH WOLLTE ER NIE EIN LIEBESLIED SCHREIBEN
Solee, Caillou
Solomun, Gebrueder
Talul, Maya
Ten_Walls, Walking with Elephants 
The_bianca_Story Jan_Blomqvist, Dancing People Are Never Wrong
Theophilus_London andhim, Wine and Chocolates
Tom_Odell Tom_B, Another Love
Tourist, I Can't Keep Up ft Will Heard
Trinity, Beyond Wasted Time
Tube_and_Berger K_Sanders, bring back the love
Wankelmut Emma_Louise, My Head Is A Jungle
Wankelmut, One Day
Watermät, Bullit 
Whithe, Mistakes
Yann_Tiersen Klangkuenstler, Die Elektronische Welt der Amélie
Zoo_Brazil Rasmus_Kellerman, There is Hope
Dast, Skulkyoe
Fritz_Kalkbrenner, Lose
Christian_Löffler Hundreds, Ten Headed Beast
Joris_Voorn Christian_Löffler, So Long
Dave_DK, Fade In
Christian_Löffler, fall
﻿Kiasmos, Bent
Kiasmos, Burnt
Kiasmos, Gaunt
Kiasmos, Lit
Kiasmos, Looped
Kiasmos, Swept
Nils_Frahm, All melody
Nils_Frahm, An Aborted Beginning
Nils_Frahm, Chant
Nils_Frahm, Circling
Nils_Frahm, Familiar live in Prague
Nils_Frahm Landline, For
Nils_Frahm, For you, toilet brushes, more
Nils_Frahm, Four Hands
Nils_Frahm, Hammers
Nils_Frahm, Immerse
NILS_FRAHM, Improvisation 
Nils_Frahm, Improvisations for coughs and a cell phone 
Nils_Frahm, Keep
Nils_Frahm, live at la Villette Sonique
Nils_Frahm, Merry
Nils_Frahm, More 
Nils_Frahm, Ode
Nils_Frahm, Said And Done 
Nils_Frahm, Says
Nils_Frahm, Some
Nils_Frahm, Wall
DJ_Fresh Sian_Evans, Louder
Example, Stay Awake
Example Wideboys, Won't Go Quietly
Jonwayne Sigma_Head, Bowser I
Massive_Attack Clark, Redlight
Modestep, Feel Good
Modestep, Sunlight
Rone, Ouija
Fatboy Slim, Praise You
Fatboy Slim, Right Here, Right Now
Chet_Faker, Cigarettes and Chocolate
Chet_Faker, Cigarettes  Loneliness
Chet_Faker, House Atriedes
Chet_Faker, I'm Into You
Chet_Faker, Jeans  Wallet
Chet_Faker Kilo_Kish, Melt
Chet_Faker, No Diggity
Chet_Faker, To Me
Flume Chet_Faker, Drop the Game
Flume Chet_Faker, Gold
Flume, Depth Charge
Flume Disclosure, You Me
Flume, Free
Flume, Heater
Flume, Helix
Flume, Holdin On
Flume Kučka, Hyperreal
Flume AlunaGeorge, Innocence
Flume Chet_Faker, Left Alone
Flume MNDR, Like Water
Flume Kai, Never Be Like You
Flume, Pika
Flume, Quirk
Flume, Collarbones Turning
Flume, Hermitude HyperParadise
Flume Lorde, Tennis Court
Flume Matt_Miller Kilter, Gravel Pit
Flume Orna, The Anthem
Flume, Yolanda Be Cool
Flume Seekae, Test & Recognise
Flume Rustie, Slasherr
Flume Andrew_Wyatt, Some Minds
Flume Little_Dragon, Take a Chance
Flume Isabella Manfredi TRUST, 
Flume, Warm Thoughts
Flume Moses_Sumney, Weekend feat 
Major_Lazer Amber What_So_Not, Get Free
Flume Chet_Faker, Drop the Game
Jamie_xx, Far Nearer
The_xx, Angels
The_xx, Chained
The_xx, Do You Mind
The_xx, Fantasy
The_xx, Heart Skipped A Beat
The_XX, Hot Like Fire
The_XX, Infinity
The_XX, Intro
The_xx, Missing
The_XX, Night Time
The_xx, Our Song
The_xx, Reunion
The_XX, Stars
The_xx, Sunset
The_xx, Swept Away
The_xx, Tides
The_xx, Together
The_XX, Try
The_xx, Unfold
The_xx, VCR
the_XX, Shelter
Son Lux, Change Is Everything
Son Lux, Claws
Son Lux, Do
Son Lux, Easy
Son Lux, Lanterns Lit
Son Lux, You Don't Know Me
Apparat, AshBlack Veil
Apparat, A Violent Sky
Apparat, Candil De La Calle
Apparat, Circles
Apparat, KF Thema (Pizzicato)
Apparat, Lighton
Apparat, Retina
Apparat, Sayulita
Apparat, Song of Los
Apparat, The Soft Voices Die
Apparat, Trees
Jamie_xx, All Under One Roof Raving
Jamie_xx, Gosh (Official Music Video)
Jamie_xx, Obvs
Jamie_xx, Sleep Sound
Jamie_xx Four_Tet, Lion
Jon_Hopkins Moderat, Abandon Window
Jon_Hopkins, Autumn Hill
Jon_Hopkins, Breathe This Air feat Purity Ring
Jon_Hopkins, Form by Firelight
Jon_Hopkins, Immunity
Jon_Hopkins, Purity Ring
Jon_Hopkins, Sun Harmonics
Jon_Hopkins, The Low Places
Jon_Hopkins, The Wider Sun
Jon_Hopkins, Vessel
Jon_Hopkins, We Disappear
Moderat, A New Error
Moderat, Damage Done
Moderat, GITA
Moderat, Last Time
Moderat, Let In The Light
Moderat, Milk
Moderat, Porc1
Moderat, Porc no2
Moderat, Rusty Nails
Moderat, Therapy
Moderat, This Time
The_XX, Basic Space
The_XX Jonas_Woehl, Stars
The_xx Jamie_xx, Sunset
Michael_Manning, Distort
Voin Oruwu, A-mplification
﻿Wiz_Khalifa, Black And Yellow
Chris_Brown Lil_Wayne Busta_Rhyme, Look At Me Now
Soulja_Boy, Crank That
Eminem, Lil_Wayne, No Love
Eminem, Big Weenie
Eminem Rihanna, Love The Way You Lie
Eminem, Puke
Eminem, Mockingbird
Eminem, 8 Mile
Eminem, Cleaning Out My Closet
eminem, the real slim shady
Eminem, Like Toy Soldiers
Eminem, Lose Yourself
Eminem, My Name Is
Eminem, Not Afraid
Eminem, Beautiful
eminem dido, stan
Eminemm, When I'm Gone
Fabri_Fibra, Troppi limiti
Fabri_Fibra, Che casino
Fabri_Fibra, Le ragazze (feat. Nesli)
Crookers Dargen_D'Amico Fabri_Fibra, FESTA
Fabri_Fibra, Bugiardo
Fabri_Fibra, Che Cazzata
Fabri_Fibra, Vip In Trip
Fabri_Fibra, Tranne Te
Fabri_Fibra, In Alto
Fabri_Fibra, Dieci Euro In Tasca
Fabri_Fibra Federico_Zampaglione, Incomprensioni
Fabri_Fibra Daniele_Vit, Chi Vuol Essere Fabri Fibra
Fabri_Fibra Mondo_Marcio, Abbi Fede
Fabri_Fibra, Idee Stupide
Fabri_Fibra, La soluzione
fabri_fibra, Le Donne
Fabri_Fibra, L'uomo Nel Mirino
Fabri_Fibra, Strani Pensieri
Fabri_Fibra, Speak english
fabri_fibra, su le mani
Fabri_Fibra, Vaffanculo Scemo
Tinie_Tempah, Eyes Wide Shut
M.I.A., paper planes
Yung_Berg, Sexy lady
Lunchmoney_Lewis, Bills
Macklemore, Make The Money
Macklemore, My Oh My
MACKLEMORE RYAN_LEWIS, CAN'T HOLD US
MACKLEMORE RYAN_LEWIS,   WHITE WALLS
Macklemore, Ten Thousand Hours
Macklemore, Victory Lap
MACKLEMORE RYAN_LEWIS FENCES, OTHERSIDE
Macklemore Ryan_Lewis, WINGS
Pharrell_Williams, Freedom
﻿Afrojack, Doing It Right 
Afrojack Quintino, Selecta
afrojack, replica
Afrojack, Rock The House 
Afrojack Shermanology Angger_Dimas Bassjackers Hardwell,  Can't Stop Me RIA
Alesso, Clash
Alesso Paul_Klyde DEVolution Amy_Pearson Paul_Klyde, Good Love
Alesso, Raise Your Head
Alesso Keane, Silenced By The Night
Alesso OneRepublic, If I Lose Myself
Alesso, Years 
Dirty_South Alesso Ruben_Haze, City Of Dreams 
Alesso Lauren_Bennett GoonRock LMFAO, Party Rock Anthem
Sebastian_Ingrosso Alesso, Calling 
Avicii NERVO, You'll Never Be Alone Again
Avicii Salem_Al_Fakir, Silhouettes
Avicii, levels
Avicii, This is so Good
Avicii Deniz_Koyu, Bong Into Darkness
Benny_Benassi, Love Is Gonna Save Us
benny_benassi, finger food
Benny_Benassi Gary_Go, Close To Me
Benni Bennasi In-Grid, In Tango (Benny_Benassi Remix)
Benny_Benassi Dhany, You make me feel
Benny_Benassi 50_Cent, Satisfaction vs In Da Club
Benny_Benassi Gary_Go, Cinema
